wavelength_nm,intensity
477.2136068034017,100283933848.22624
477.38869434717355,100496727220.61945
477.56378189094545,100709747916.54497
477.7388694347174,100922995740.37088
477.9139569784892,101136470495.84059
478.08904452226113,101350171986.0765
478.264132066033,101564100013.5793
478.43921960980487,101778254380.2301
478.6143071535768,101992634887.29233
478.7893946973487,102207241335.41235
478.96448224112055,102422073524.62126
479.13956978489244,102637131254.33543
479.3146573286644,102852414323.35904
479.4897448724362,103067922529.88484
479.6648324162081,103283655671.4961
479.83991995998,103499613545.16643
480.01500750375186,103715795947.2629
480.19009504752376,103932202673.5467
480.3651825912956,104148833519.174
480.54027013506754,104365688278.69887
480.71535767883944,104582766746.07309
480.8904452226113,104800068714.64734
481.06553276638317,105017593977.17482
481.2406203101551,105235342325.81029
481.4157078539269,105453313552.112
481.59079539769886,105671507447.04478
481.76588294147075,105889923800.97833
481.9409704852426,106108562403.69133
482.1160580290145,106327423044.37173
482.29114557278643,106546505511.61815
482.46623311655827,106765809593.4418
482.64132066033017,106985335077.26605
482.816408204102,107205081749.93082
482.9914957478739,107425049397.69156
483.16658329164585,107645237806.22185
483.34167083541763,107865646760.61389
483.5167583791896,108086276045.38107
483.6918459229615,108307125444.4584
483.8669334667333,108528194741.2037
484.0420210105052,108749483718.40044
484.21710855427716,108970992158.25833
484.392196098049,109192719842.41354
484.5672836418209,109414666551.932
484.74237118559284,109636832067.31049
484.9174587293646,109859216168.47627
485.0925462731366,110081818634.79146
485.26763381690847,110304639245.05162
485.4427213606803,110527677777.48798
485.6178089044522,110750934009.77061
485.79289644822416,110974407719.00739
485.96798399199594,111198098681.74722
486.1430715357679,111422006673.98036
486.3181590795398,111646131471.13957
486.4932466233116,111870472848.1031
486.6683341670836,112095030579.19516
486.84342171085547,112319804438.18636
487.0185092546273,112544794198.29729
487.1935967983992,112769999632.19815
487.36868434217115,112995420512.01073
487.54377188594293,113221056609.3101
487.7188594297149,113446907695.12589
487.8939469734868,113672973539.94421
488.0690345172586,113899253913.7068
488.2441220610305,114125748585.81635
488.41920960480235,114352457325.13408
488.59429714857424,114579379899.98419
488.7693846923462,114806516078.15324
488.94447223611803,115033865626.89188
489.1195597798899,115261428312.91818
489.2946473236619,115489203902.41597
489.46973486743366,115717192161.03876
489.6448224112056,115945392853.91087
489.8199099549775,116173805745.62694
489.99499749874934,116402430600.25563
490.17008504252124,116631267181.34029
490.3451725862932,116860315251.89995
490.52026013006497,117089574574.43118
490.6953476738369,117319044910.90948
490.8704352176088,117548726022.79062
491.04552276138065,117778617671.01195
491.2206103051526,118008719615.99469
491.3956978489244,118239031617.64467
491.57078539269634,118469553435.35268
491.74587293646823,118700284827.99821
491.92096048024007,118931225553.94936
492.09604802401196,119162375371.06506
492.2711355677839,119393734036.69577
492.4462231115557,119625301307.68492
492.62131065532765,119857076940.37149
492.79639819909954,120089060690.5901
492.9714857428714,120321252313.67348
493.14657328664333,120553651564.4533
493.3216608304152,120786258197.26215
493.49674837418706,121019071965.93329
493.67183591795896,121252092623.80548
493.8469234617309,121485319923.72107
494.0220110055027,121718753618.02888
494.19709854927464,121952393458.58669
494.37218609304654,122186239196.75938
494.5472736368184,122420290583.42487
494.72236118059027,122654547368.97183
494.8974487243622,122889009303.30331
